id,views,likes,shares,duration,description,url
7378730624825265450,1300000,115900,1147,23,HRM is BACK🥰CAM0S !N B!0 #rebirthisland #warzone #fyp #viral #codtok #warzoneloadout,https://www.tiktok.com/@wesoncod/video/7378730624825265450
7377387287237135622,893100,55400,1621,90,Omo😭💔 which kind life be this 😭😭 #codm #codmobile #callofduty #fyp #fypシviral #foryoupage #funnyvideos #viralvideo #explorepage #fypシ゚ ,https://www.tiktok.com/@cod_silver_/video/7377387287237135622
7376333662318595333,949400,61900,1478,47,Make una help me find am abeg #codm #codmobile #callofduty #fyp #fypシviral #foryoupage #funnyvideos #viralvideo #explorepage #fypシ゚ ,https://www.tiktok.com/@cod_silver_/video/7376333662318595333
7369667057538960646,2000000,141600,1618,46,@Virgo ohh😂😂 #codm #codmobilebr #callofdutymobile #cod ,https://www.tiktok.com/@cod_silver_/video/7369667057538960646
7225621992563559685,121000,12900,234,503,THANKS FOR 10K 🤗❤️ #primecodm #codmobile #codnigeria #foryou #fyp #viral #new #awesome #codmemes ,https://www.tiktok.com/@primeministergaming_/video/7225621992563559685
7225887930064112902,172000,12900,548,450,SENSITIVITY SETTINGS PT 2 #primecodm #codmobile #codnigeria #fyp #foryou #new #viral #awesome #shotgun #odin #codmemes ,https://www.tiktok.com/@primeministergaming_/video/7225887930064112902
7393015146689367302,162900,22000,815,174,Epic Fail | PT.1  #fyp #primeministergaming #gamingontiktok #primecodm #viral #awesome #new #codmobile #codm ,https://www.tiktok.com/@primeministergaming_/video/7393015146689367302
7321380760785603872,358300,33400,500,57,CALL OF DUTY MOBILE !!!!! #codmbattleroyale #callofdutymobile #codm #codmbr #codmobile #funnymoments ,https://www.tiktok.com/@lotex_official/video/7321380760785603872
7322557707658005793,116100,14900,310,79,#codmbattleroyale #callofdutymobile #codm #codmobile #codmbr #funnymoments #codmalcatraz ,https://www.tiktok.com/@lotex_official/video/7322557707658005793
7395015158008958241,103000,12300,274,57,Insane snipe in a 1vs4 situation #callofdutymobile #codm #codmobile ,https://www.tiktok.com/@lotex_official/video/7395015158008958241
7394128931382693153,225200,27000,1568,53,Sorry @Ferg  #callofdutymobile #codm #codmobile ,https://www.tiktok.com/@lotex_official/video/7394128931382693153
7368888956403928352,903000,52800,512,500,"Replying to @Admin perfect aim, perfect loadout - shoutout to one and only @SlayeR for the best ak117 loadout 🔥 dont forget to follow him 👊  #codm #cod #preycodm ",https://www.tiktok.com/@prey.codm/video/7368888956403928352
7370344522888351009,2600000,158200,1097,38,BY-15 marksman 😂 #codm #cod #preycodm ,https://www.tiktok.com/@prey.codm/video/7370344522888351009
7299921294512885024,2600000,165400,1552,279,Replying to @MarinongMj AK47 with red dot #codm #cod #preycodm,https://www.tiktok.com/@prey.codm/video/7299921294512885024
7395192963954904352,206300,13000,93,52,Graphic settings #preycodm #preycodmtutorial ,https://www.tiktok.com/@prey.codm/video/7395192963954904352
7397695706145836321,434100,36200,200,487,Basic settings #preycodm #preycodmtutorial #codm #cod,https://www.tiktok.com/@prey.codm/video/7397695706145836321
7399361813235682566,113500,4795,39,28,POV: you clutch in valorant but you cannot remember #valorant #fyp #valorantclutch ,https://www.tiktok.com/@sq_clips/video/7399361813235682566
7397877634442513669,2500000,249700,1019,19,When you’re new to valorant… But you’re good at chess #valorant #fyp #valorantclips ,https://www.tiktok.com/@sq_clips/video/7397877634442513669
7399299541368966405,122000,10500,62,15,POV: you clutch in valorant but you see things #valorant #fyp #valorantmeme ,https://www.tiktok.com/@sq_clips/video/7399299541368966405
7397469862387338538,6900000,299900,662,89,Steak and Eggs on a Swedish Log?! 🍳🥩 #steak #eggs #cooking #outdoorcooking #knifeskills ,https://www.tiktok.com/@thenikosknifee/video/7397469862387338538
7368256421437213995,6800000,645500,2176,13,Happy mothers day 😭💕,https://www.tiktok.com/@misscarriejune/video/7368256421437213995
7395673491846090026,3600000,392300,2600,481,Dude risked it all 💀 #truestory #truecrime #loomisfargo #heist #northcarolina ,https://www.tiktok.com/@realraywilliam/video/7395673491846090026
7399765346250411306,5600000,632100,4353,7,Replying to @N8dogreat big steppa walking in to ur #foryoupage 😎🥾#bigdawgs #hanumankind #indianrap #hiphop #bigsteppa @Fernando3400 @Jayvalenz ,https://www.tiktok.com/@godotes2.0/video/7399765346250411306
7376388209674128683,2500000,115400,224,34,20 Year Olds Made Me Buy Them LEGOS??!😅,https://www.tiktok.com/@rileymae/video/7376388209674128683
7398139817894169899,1600000,280100,1963,91,7 months deep into 2024…. Follow to stay up to date! CHECK IN! How we feeling after last month? #7monthsdeep #july #2024 #recap ,https://www.tiktok.com/@mrgrandeofficial/video/7398139817894169899
7388937148935851306,6500000,442200,1841,79,#cat #funny #fyp #foryou #catsoftiktok #tiktok #funnycat #funnycats ,https://www.tiktok.com/@funny.cat.moments2/video/7388937148935851306
7389283129413979397,118900000,10100000,41800,13,no se puede creer este simulador… #pandora #animalkingdom #insidemagic #insidemagic15 #disney #viral #fyp #quinceañeras #avatar ,https://www.tiktok.com/@insidemagic15/video/7389283129413979397
7391674256632892703,2800000,467300,3230,14,⚽️,https://www.tiktok.com/@theaishahsofey/video/7391674256632892703
7399757713762225438,1200000,93800,337,133,Replying to @💕Chantale💕 WOWW THIS WEEK’S COOKIES ARE PERFECTION !!! #crumblreview #crumblcookiesoftheweek #eating #fypシ゚viral #foodie #mukbang #crunchymukbang #cookiesandmilk #crumbl #foodreview ,https://www.tiktok.com/@thatfoodielyss/video/7399757713762225438
7380117602879704362,6700000,68400,1767,198,Dumpster diver discovers hidden treasure!,https://www.tiktok.com/@funny_rote/video/7380117602879704362
7394942916055076127,2800000,186700,3331,61,need a personal washer dryer unit #ghost #paranormal #horror #horrortok #horrortiktok #scary #scarytiktok #scaryvideos #creepy #creepytok #creepytiktok #paranormalactivity #poltergeist #ghoststories #scarystories ,https://www.tiktok.com/@spangerlookrey/video/7394942916055076127
7395794686000057630,3000000,135800,192,62,Save for later #artistsoftiktok #drawing #lighter #art #tutorial #fyp ,https://www.tiktok.com/@inthehandsoflando/video/7395794686000057630
7269843332707257607,456300,46900,232,5,@아루 레미의 로블록스 #roblox #altitorture #fyp #foryoupage,https://www.tiktok.com/@jeongremy/video/7269843332707257607
7326486326499429650,1500000,164300,507,11,레미의 발로란트 일기 모카짱편 #valorant #vlrt #발로란트 #추천 #fyp #foryoupage #valorantclips #valorantfunny ,https://www.tiktok.com/@jeongremy/video/7326486326499429650
7354196706776370439,225200,18900,89,8,레미의 발로란트 메모지 유성편 #valorant #추천 #fyp #foryoupage #vlrt #발로란트 #valorantclips #valorantfunny ,https://www.tiktok.com/@jeongremy/video/7354196706776370439
